itemLabel,date_of_birth,date_of_death
Elsa Dorlin,1974-01-01T00:00:00Z,
Emanuel Mendez da Costa,1717-06-05T00:00:00Z,1791-05-31T00:00:00Z
Emmanuel Gabellieri,1957-12-27T00:00:00Z,
Emmanuel Jaffelin,1963-01-01T00:00:00Z,
Emmanuel Picavet,1966-01-01T00:00:00Z,
Emmanuel Renault,1967-07-14T00:00:00Z,
Emmanuel Tourpe,,
Enrico Castelli Gattinara di Zubiena,1900-06-20T00:00:00Z,1977-03-01T00:00:00Z
Enrico Ruta,1869-01-01T00:00:00Z,1939-01-01T00:00:00Z
Raymond Ruyer,1902-01-13T00:00:00Z,1987-06-22T00:00:00Z
Uhwudong,1430-01-01T00:00:00Z,1480-10-27T00:00:00Z
Eugène Mangalaza,1950-07-13T00:00:00Z,
V. Y. Mudimbe,1941-12-08T00:00:00Z,
Ernest Bersot,1816-08-22T00:00:00Z,1880-02-01T00:00:00Z
Roel Kuiper,1962-04-05T00:00:00Z,
Eugenio Rignano,1870-05-31T00:00:00Z,1930-02-09T00:00:00Z
Massimo Baldini,1947-06-18T00:00:00Z,2008-12-10T00:00:00Z
Eulamius,,
Euphantus,-320-01-01T00:00:00Z,t253000615
Euphraeus,t23179262,
Ali ibn Mohammed al-Jurjani,1340-01-01T00:00:00Z,1413-01-01T00:00:00Z
Fabien Eboussi Boulaga,1934-01-17T00:00:00Z,
Fabienne Brugère,1964-01-01T00:00:00Z,
Josep Ramoneda i Molins,1949-01-01T00:00:00Z,
Fathi Triki,1947-05-30T00:00:00Z,
Imran Nazar Hosein,1942-01-01T00:00:00Z,
Fañch Kerrain,1938-01-01T00:00:00Z,
Federico Nicolao,,
Ferdinand Eckstein,1790-09-01T00:00:00Z,1861-11-25T00:00:00Z
Fernand Brunner,1920-01-01T00:00:00Z,1991-11-01T00:00:00Z
Fernando Gil,1937-02-03T00:00:00Z,2006-03-19T00:00:00Z
Radovan Richta,1924-06-06T00:00:00Z,1983-07-21T00:00:00Z
Filippo Beroaldo,1453-11-16T00:00:00Z,1505-07-27T00:00:00Z
Florence Burgat,,
Gérard Rabinovitch,1948-01-31T00:00:00Z,
Q3079451,1966-01-24T00:00:00Z,
Francesco Buonamici,1533-01-01T00:00:00Z,1603-09-29T00:00:00Z
Francesco Soave,1743-06-10T00:00:00Z,1806-01-17T00:00:00Z
Francis Kaplan,1927-06-13T00:00:00Z,
Francis Jeanson,1922-07-07T00:00:00Z,2009-08-01T00:00:00Z
Francisco Bilbao,1823-01-19T00:00:00Z,1865-02-09T00:00:00Z
Francisque Bouillier,1813-07-12T00:00:00Z,1899-09-25T00:00:00Z
Franck Fischbach,1967-06-03T00:00:00Z,
Franck Lundangi,1958-01-01T00:00:00Z,
Frank Pierobon,1955-01-01T00:00:00Z,
Arnold Cornelis,1934-01-01T00:00:00Z,1999-01-01T00:00:00Z
François-Xavier Putallaz,1957-02-06T00:00:00Z,
Philippe Lacoue-Labarthe,1940-03-06T00:00:00Z,2007-01-28T00:00:00Z
Macedonio Fernández,1874-06-01T00:00:00Z,1952-02-10T00:00:00Z
Toshihiko Izutsu,1914-05-04T00:00:00Z,1993-01-07T00:00:00Z
Paul Brunton,1898-10-21T00:00:00Z,1981-07-27T00:00:00Z
Emanuele Severino,1929-02-26T00:00:00Z,
William Walker Atkinson,1862-12-05T00:00:00Z,1932-11-22T00:00:00Z
Władysław Tatarkiewicz,1886-04-03T00:00:00Z,1980-04-04T00:00:00Z
Emery d'Amboise,1434-01-01T00:00:00Z,1512-11-13T00:00:00Z
Emil Angehrn,1946-05-09T00:00:00Z,
Takis Fotopoulos,1940-10-14T00:00:00Z,
Hermogenes,-500-01-01T00:00:00Z,-400-01-01T00:00:00Z
Emil Utitz,1883-03-27T00:00:00Z,1956-11-02T00:00:00Z
Waldo Vieira,1932-04-12T00:00:00Z,2015-07-02T00:00:00Z
Giovanni Francesco Pico della Mirandola,1469-01-01T00:00:00Z,1533-10-25T00:00:00Z
Emmanouil Entchmène,1891-01-01T00:00:00Z,1966-01-01T00:00:00Z
Klaus Reichert,1948-09-28T00:00:00Z,2005-04-22T00:00:00Z
William Thompson,1775-06-30T00:00:00Z,1833-03-28T00:00:00Z
Hugues de Revel,,1277-01-01T00:00:00Z
"Henry Home, Lord Kames",1696-01-01T00:00:00Z,1782-12-27T00:00:00Z
Fyodor Shcherbatskoy,1866-09-11T00:00:00Z,1942-03-18T00:00:00Z
Reginald Garrigou-Lagrange,1877-02-21T00:00:00Z,1964-02-15T00:00:00Z
Kamo no Mabuchi,1697-04-24T00:00:00Z,1769-11-27T00:00:00Z
Enrico De Negri,1902-08-22T00:00:00Z,1990-07-16T00:00:00Z
Georg Paul Rötenbeck,1648-04-14T00:00:00Z,1710-04-15T00:00:00Z
Richard of Saint Victor,1110-01-01T00:00:00Z,1173-03-10T00:00:00Z
Ramiro Ledesma Ramos,1905-05-23T00:00:00Z,1936-10-29T00:00:00Z
Philippe Van Parijs,1951-05-23T00:00:00Z,
Giovanni Amendola,1882-04-15T00:00:00Z,1926-04-07T00:00:00Z
Gilbert Simondon,1924-10-02T00:00:00Z,1989-02-07T00:00:00Z
Muretus,1526-05-02T00:00:00Z,1585-06-04T00:00:00Z
Ludger Oeing-Hanhoff,1923-12-22T00:00:00Z,1986-05-06T00:00:00Z
Enzo Melandri,1926-04-14T00:00:00Z,1993-05-25T00:00:00Z
Enzo Paci,1911-09-18T00:00:00Z,1976-07-21T00:00:00Z
Matthew of Aquasparta,1240-01-01T00:00:00Z,1302-10-28T00:00:00Z
Henry M. Sheffer,1882-01-01T00:00:00Z,1964-01-01T00:00:00Z
Vernor Muñoz Villalobos,1960-08-26T00:00:00Z,
Nguyen Trai,1380-01-01T00:00:00Z,1442-10-07T00:00:00Z
Leonardo Coimbra,1883-12-30T00:00:00Z,1936-01-02T00:00:00Z
Paolo Sarpi,1552-08-24T00:00:00Z,1623-01-15T00:00:00Z
Nildo Viana,1965-01-01T00:00:00Z,
Jean Beaufret,1907-05-02T00:00:00Z,1982-08-07T00:00:00Z
Herbert Butterfield,1900-10-07T00:00:00Z,1979-07-20T00:00:00Z
Erhard Scheibe,1927-09-24T00:00:00Z,2010-01-07T00:00:00Z
Gilles Lipovetsky,1944-09-24T00:00:00Z,
Erich Feldmann,1893-05-17T00:00:00Z,1978-09-19T00:00:00Z
Erich Frank,1883-06-06T00:00:00Z,1949-06-22T00:00:00Z
Eric Gutkind,1877-02-09T00:00:00Z,1965-08-26T00:00:00Z
Michael of Cesena,1270-01-01T00:00:00Z,1342-01-01T00:00:00Z
Erik Johan Stagnelius,1793-10-14T00:00:00Z,1823-04-03T00:00:00Z
Wolfdietrich Schmied-Kowarzik,1939-03-11T00:00:00Z,
Ladislav Klíma,1878-08-22T00:00:00Z,1928-04-19T00:00:00Z
Hierocles,,
"Joseph Marie, baron de Gérando",1772-02-29T00:00:00Z,1842-11-10T00:00:00Z
Ernan McMullin,1924-10-13T00:00:00Z,2011-02-08T00:00:00Z
William Pepperell Montague,1873-11-11T00:00:00Z,1953-08-01T00:00:00Z
Ernest Holmes,1887-01-21T00:00:00Z,1960-04-07T00:00:00Z
William Graham Sumner,1840-10-30T00:00:00Z,1910-04-12T00:00:00Z
Ernest Sosa,1940-06-17T00:00:00Z,
Jody Azzouni,1954-05-09T00:00:00Z,
František Klácel,1808-04-07T00:00:00Z,1882-03-17T00:00:00Z
Philip Willem van Heusde,1778-06-17T00:00:00Z,1839-07-28T00:00:00Z
Ernst Fuhrmann,1886-11-19T00:00:00Z,1956-11-28T00:00:00Z
Horace Kallen,1882-08-11T00:00:00Z,1974-02-16T00:00:00Z
Konstantin Radaković,1894-07-11T00:00:00Z,1973-09-19T00:00:00Z
Simón Narciso abdiel,1769-10-28T00:00:00Z,1854-02-28T00:00:00Z
Ernst Hoffmann,1880-01-13T00:00:00Z,1952-01-28T00:00:00Z
Hugo Fischer,1897-10-17T00:00:00Z,1975-05-11T00:00:00Z
Ernst Michael Lange,1947-04-14T00:00:00Z,
Mykhailo Drahomanov,1841-09-18T00:00:00Z,1895-07-02T00:00:00Z
Ernst von Xylander,1922-12-26T00:00:00Z,1998-11-08T00:00:00Z
Ernst Sigismund Mirbt,1799-01-01T00:00:00Z,1847-07-20T00:00:00Z
Ernst Stiedenroth,1794-05-11T00:00:00Z,1858-05-03T00:00:00Z
Ernst Thom,1713-08-02T00:00:00Z,1773-05-03T00:00:00Z
Ernst Vollrath,1932-01-25T00:00:00Z,2003-01-30T00:00:00Z
Jakob Sengler,1799-09-11T00:00:00Z,1878-11-05T00:00:00Z
Ernst Wimmer,1924-06-17T00:00:00Z,1991-10-27T00:00:00Z
Ernst Wolfgang Orth,1936-08-09T00:00:00Z,
Ernst von Apfaltern,1720-03-12T00:00:00Z,1767-10-14T00:00:00Z
Massimo Pigliucci,1964-01-16T00:00:00Z,
Gongsun Long,-319-01-01T00:00:00Z,
Yuval Steinitz,1958-04-10T00:00:00Z,
Erwin Metzke,1906-07-03T00:00:00Z,1956-07-03T00:00:00Z
Hartley Burr Alexander,1873-04-09T00:00:00Z,1939-07-27T00:00:00Z
Ma Qixi,1857-01-01T00:00:00Z,1914-01-01T00:00:00Z
Norman Malcolm,1911-06-11T00:00:00Z,1990-08-04T00:00:00Z
Willem van Reijen,1938-07-27T00:00:00Z,2012-06-04T00:00:00Z
Robert Stalnaker,1940-01-22T00:00:00Z,
Glaucon,-444-01-01T00:00:00Z,t245154931
William David Ross,1877-04-15T00:00:00Z,1971-05-05T00:00:00Z
James F. Conant,1958-06-10T00:00:00Z,
Frank Cameron Jackson,1943-01-01T00:00:00Z,
Pedro da Fonseca,1528-01-01T00:00:00Z,1599-11-04T00:00:00Z
Leo Elders,1926-08-07T00:00:00Z,
Johannes Barnick,1916-06-01T00:00:00Z,1987-08-16T00:00:00Z
Philo the Dialectician,-400-01-01T00:00:00Z,-300-01-01T00:00:00Z
Georges Poulet,1902-11-29T00:00:00Z,1991-12-31T00:00:00Z
Israel Eldad,1910-11-11T00:00:00Z,1996-01-22T00:00:00Z
Estiphan Panoussi,1935-09-11T00:00:00Z,
Géraud de Cordemoy,1626-10-06T00:00:00Z,1684-10-08T00:00:00Z
Larry Laudan,1941-10-16T00:00:00Z,
Rita of Cascia,1381-01-01T00:00:00Z,1447-05-31T00:00:00Z
Emmanuel Levinas,1906-01-12T00:00:00Z,1995-12-25T00:00:00Z
Ajita Kesakambali,,
Jean le Rond d'Alember,1717-11-16T00:00:00Z,1783-10-29T00:00:00Z
Gabriel Marcel,1889-12-07T00:00:00Z,1973-10-08T00:00:00Z
Alcuin,0730-01-01T00:00:00Z,0804-05-23T00:00:00Z
Alcuin,0735-01-01T00:00:00Z,0804-05-23T00:00:00Z
Nicholas of Cusa,1401-01-01T00:00:00Z,1464-08-20T00:00:00Z
Hugo Grotius,1583-04-10T00:00:00Z,1645-08-28T00:00:00Z
Julien Benda,1867-12-26T00:00:00Z,1956-06-07T00:00:00Z
Johann Gottfried Herder,1744-08-25T00:00:00Z,1803-12-18T00:00:00Z
Chinua Achebe,1930-11-16T00:00:00Z,2013-03-21T00:00:00Z
Chinua Achebe,1930-11-16T00:00:00Z,2013-03-22T00:00:00Z
Luitzen Egbertus Jan Brouwer,1881-02-27T00:00:00Z,1966-12-02T00:00:00Z
Roman Jakobson,1896-10-11T00:00:00Z,1982-07-18T00:00:00Z
Roman Jakobson,1896-10-23T00:00:00Z,1982-07-18T00:00:00Z
Pierre Bourdie,1930-08-01T00:00:00Z,2002-01-23T00:00:00Z
Sarvepalli Radhakrishnan,1888-09-05T00:00:00Z,1975-04-17T00:00:00Z
Zoran Đinđić,1952-08-01T00:00:00Z,2003-03-12T00:00:00Z
Ernest Renan,1823-02-27T00:00:00Z,1892-10-02T00:00:00Z
Ernest Renan,1823-02-28T00:00:00Z,1892-10-02T00:00:00Z
Karl Wilhelm Friedrich Schlegel,1772-03-10T00:00:00Z,1829-01-12T00:00:00Z
Simone Weil,1909-02-03T00:00:00Z,1943-08-24T00:00:00Z
Leszek Kołakowski,1927-10-23T00:00:00Z,2009-07-17T00:00:00Z
Cornelius Castoriadis,1922-03-11T00:00:00Z,1997-12-26T00:00:00Z
W.E.B. Du Bois,1868-02-23T00:00:00Z,1963-08-27T00:00:00Z
Zygmunt Bauman,1925-11-19T00:00:00Z,2017-01-09T00:00:00Z
Prince Charles Alexander of Lorraine,1712-12-12T00:00:00Z,1780-07-04T00:00:00Z
Russell Kirk,1918-10-19T00:00:00Z,1994-04-29T00:00:00Z
Adam Weishaupt,1748-02-06T00:00:00Z,1830-11-18T00:00:00Z
Joseph Priestley,1733-03-24T00:00:00Z,1804-02-06T00:00:00Z
Gianni Vattimo,1936-01-04T00:00:00Z,
Julia Kristeva,1941-06-24T00:00:00Z,
Dimitrie Cantemir,1676-10-26T00:00:00Z,1723-08-21T00:00:00Z
David Ricardo,1772-04-18T00:00:00Z,1823-09-11T00:00:00Z
David Ricardo,1772-04-19T00:00:00Z,1823-09-11T00:00:00Z
Theophrastus,-370-01-01T00:00:00Z,-286-01-01T00:00:00Z
Norbert of Xanten,1080-01-01T00:00:00Z,1134-06-13T00:00:00Z
Rabanus Maurus,0780-01-01T00:00:00Z,0856-02-04T00:00:00Z
Angela Davis,1944-01-26T00:00:00Z,
Al-Farabi,0872-01-01T00:00:00Z,0951-01-22T00:00:00Z
Roger Garaudy,1913-07-17T00:00:00Z,2012-06-13T00:00:00Z
Raymond Aron,1905-03-14T00:00:00Z,1983-10-17T00:00:00Z
Kazimierz Kuratowski,1896-02-02T00:00:00Z,1980-06-18T00:00:00Z
Arimasa Mori,1911-11-30T00:00:00Z,1976-10-18T00:00:00Z
Ion of Chios,-489-01-01T00:00:00Z,-421-01-01T00:00:00Z
Pelagius,0360-01-01T00:00:00Z,0420-01-01T00:00:00Z
Henri Lefebvre,1901-06-16T00:00:00Z,1991-06-29T00:00:00Z
Michael Polanyi,1891-03-11T00:00:00Z,1976-02-22T00:00:00Z
Hierax,,
Fabrizio del Carretto,1455-01-01T00:00:00Z,1521-01-10T00:00:00Z
Mary Hesse,1924-10-15T00:00:00Z,2016-10-02T00:00:00Z
Pierre Louis Maupertuis,1698-07-17T00:00:00Z,1759-07-27T00:00:00Z
Girolamo Savonarola,1452-09-30T00:00:00Z,1498-06-01T00:00:00Z
Leucippus,-500-01-01T00:00:00Z,-500-01-01T00:00:00Z
Edmund Burke,1729-01-12T00:00:00Z,1797-07-09T00:00:00Z
Isidore of Seville,0560-01-01T00:00:00Z,0636-04-07T00:00:00Z
Eugene IV,1383-01-01T00:00:00Z,1447-03-04T00:00:00Z
Geber,0721-01-01T00:00:00Z,0815-01-01T00:00:00Z
Friedrich Heinrich Jacobi,1743-01-25T00:00:00Z,1819-03-10T00:00:00Z
John Desmond Bernal,1901-05-10T00:00:00Z,1971-09-15T00:00:00Z
David Brewster,1781-12-11T00:00:00Z,1868-02-10T00:00:00Z
Muhammad ibn Zakariya al-Razi,0864-01-01T00:00:00Z,0925-01-01T00:00:00Z
Muhammad ibn Zakariya al-Razi,0865-01-01T00:00:00Z,0925-01-01T00:00:00Z
Protagoras,-485-01-01T00:00:00Z,-410-01-01T00:00:00Z
Zeami Motokiyo,1363-01-01T00:00:00Z,1443-01-01T00:00:00Z
Ernest Gellner,1925-12-09T00:00:00Z,1995-11-05T00:00:00Z
Hans Reichenbach,1891-09-26T00:00:00Z,1953-04-09T00:00:00Z
Origen,0185-01-01T00:00:00Z,0254-01-01T00:00:00Z
Apuleius,0125-01-01T00:00:00Z,0170-01-01T00:00:00Z
Nagarjuna,0150-01-01T00:00:00Z,0250-01-01T00:00:00Z
Zeno of Citium,-333-01-01T00:00:00Z,-262-01-01T00:00:00Z
Roger Bacon,1214-01-01T00:00:00Z,1294-01-01T00:00:00Z
Marcus Junius Brutus,-084-01-01T00:00:00Z,-041-01-01T00:00:00Z
John Rawls,1921-02-21T00:00:00Z,2002-11-24T00:00:00Z
Giacomo Leopardi,1798-06-29T00:00:00Z,1837-06-14T00:00:00Z
Chinmayananda Saraswati,1916-05-08T00:00:00Z,1993-08-03T00:00:00Z
Fernando Pessoa,1888-06-13T00:00:00Z,1935-11-30T00:00:00Z
John Wycliffe,1324-01-01T00:00:00Z,1385-01-08T00:00:00Z
Sylvère Lotringer,1938-01-01T00:00:00Z,
Stanislav Komárek,1958-08-06T00:00:00Z,
Teresa of Ávila,1515-04-07T00:00:00Z,1582-10-14T00:00:00Z
Tertullian,0155-01-01T00:00:00Z,0225-01-01T00:00:00Z
Tertullian,0165-01-01T00:00:00Z,0225-01-01T00:00:00Z
Tertullian,0155-01-01T00:00:00Z,0240-01-01T00:00:00Z
Tertullian,0165-01-01T00:00:00Z,0240-01-01T00:00:00Z
Nigidius Figulus,-097-01-01T00:00:00Z,-044-01-01T00:00:00Z
Nisargadatta Maharaj,1897-04-17T00:00:00Z,1981-09-08T00:00:00Z
August Cieszkowski,1814-09-12T00:00:00Z,1894-03-12T00:00:00Z
Timaeus of Locri,-200-01-01T00:00:00Z,-100-01-01T00:00:00Z
Raymond of Barbastro,1067-01-01T00:00:00Z,1126-06-21T00:00:00Z
Donald A. Martin,1940-12-24T00:00:00Z,
Walker Percy,1916-05-28T00:00:00Z,1990-05-10T00:00:00Z
Hakuin Ekaku,1686-01-19T00:00:00Z,1769-01-18T00:00:00Z
Ban Zhao,0045-01-01T00:00:00Z,0116-01-01T00:00:00Z
Mario de la Cueva,1901-07-11T00:00:00Z,1981-03-06T00:00:00Z
Nasreddin,,
Giambattista Vico,1668-06-23T00:00:00Z,1744-01-23T00:00:00Z
Alexander Hamilton,1757-01-11T00:00:00Z,1804-07-12T00:00:00Z
Donald Phillip Verene,1937-10-24T00:00:00Z,
Victor Ovcharenko,1943-02-05T00:00:00Z,2009-05-05T00:00:00Z
Steven Best,1955-01-01T00:00:00Z,
Omraam Mikhaël Aïvanhov,1900-01-31T00:00:00Z,1986-12-25T00:00:00Z
Seyid Yahya Bakuvi,1410-01-01T00:00:00Z,1462-01-01T00:00:00Z
Constantin Stere,1865-06-01T00:00:00Z,1936-06-26T00:00:00Z
Herbert Enderton,1936-04-15T00:00:00Z,2010-10-20T00:00:00Z
Horace Romano Harré,1927-01-01T00:00:00Z,
André Klukhuhn,1940-08-17T00:00:00Z,
Charles Secrétan,1815-01-19T00:00:00Z,1895-01-21T00:00:00Z
Ioane Petritsi,,1200-01-01T00:00:00Z
Brynjólfur Bjarnason,1898-05-26T00:00:00Z,1989-04-16T00:00:00Z
Victor Kandinsky,1849-04-06T00:00:00Z,1889-07-03T00:00:00Z
Chris Buskes,,
Fons Elders,1936-01-01T00:00:00Z,
George Sher,,
V. V. Adoratsky,1878-08-31T00:00:00Z,1945-06-05T00:00:00Z
Solomiia Pavlychko,1958-12-15T00:00:00Z,1999-12-31T00:00:00Z
Zumrud Gulu-zade,1932-03-17T00:00:00Z,
Robert de Juilly,1400-01-01T00:00:00Z,1376-08-10T00:00:00Z
Otfried Eberz,1878-10-01T00:00:00Z,1958-03-21T00:00:00Z
Otto-Peter Obermeier,1941-01-01T00:00:00Z,
Richard Rufus of Cornwall,,1260-01-01T00:00:00Z
Otto Heine,1832-01-13T00:00:00Z,1906-06-02T00:00:00Z
Otto Janssen,1883-07-08T00:00:00Z,1967-05-16T00:00:00Z
Otto Most,1904-11-19T00:00:00Z,1968-11-02T00:00:00Z
Otto Neumaier,1951-01-01T00:00:00Z,
Donna Dickenson,1946-01-01T00:00:00Z,
Paolo da Pergola,,1455-01-01T00:00:00Z
Marli Huijer,1955-03-06T00:00:00Z,
Vito Buonsanto,1762-06-22T00:00:00Z,1850-05-22T00:00:00Z
Alonso de Orozco,1500-10-17T00:00:00Z,1591-09-19T00:00:00Z
Auberon Herbert,1838-06-18T00:00:00Z,1906-11-05T00:00:00Z
Henry Aldrich,1647-01-01T00:00:00Z,1710-12-14T00:00:00Z
Paul Copan,1962-09-26T00:00:00Z,
Michał Wiszniewski,1794-09-27T00:00:00Z,1865-12-22T00:00:00Z
Paul Ferdinand Linke,1876-03-15T00:00:00Z,1955-06-19T00:00:00Z
Paul Khoury,1921-09-19T00:00:00Z,
Paul Ernst Mentz,1869-03-28T00:00:00Z,1911-01-01T00:00:00Z
Paul Rabe,1656-04-11T00:00:00Z,1713-06-23T00:00:00Z
Paul Richard Blum,1950-05-07T00:00:00Z,
Paul Slevogt,1596-04-29T00:00:00Z,1655-06-22T00:00:00Z
Paul Valadier,1933-01-13T00:00:00Z,
Paul Weingartner,1931-06-08T00:00:00Z,
Pauline Gotter,1786-12-29T00:00:00Z,1854-12-13T00:00:00Z
Pauline Gotter,1786-12-29T00:00:00Z,1854-12-31T00:00:00Z
Zeynalabdin Shirvani,1780-08-16T00:00:00Z,1838-01-01T00:00:00Z
Mkhitar Heratsi,,
Paul of Venice,1369-01-01T00:00:00Z,1429-06-15T00:00:00Z
Adrianus Barlandus,1486-09-28T00:00:00Z,1538-11-30T00:00:00Z
Q2067105,,
Per Martin-Löf,1942-05-08T00:00:00Z,
Antonina Bludova,1813-05-19T00:00:00Z,1891-05-03T00:00:00Z
Penelope Maddy,1950-07-04T00:00:00Z,
Ion Heliade Rădulescu,1802-01-06T00:00:00Z,1872-04-27T00:00:00Z
José Barata-Moura,1948-06-26T00:00:00Z,
Peter Deunov,1864-07-11T00:00:00Z,1944-12-27T00:00:00Z
Peter-Ulrich Merz-Benz,1953-09-20T00:00:00Z,
Jean-Marie Blas de Roblès,1954-01-01T00:00:00Z,
Peter Aczel,1941-10-31T00:00:00Z,
Peter Adamson,1972-08-10T00:00:00Z,
Peter Ahlwardt,1710-02-14T00:00:00Z,1791-03-01T00:00:00Z
Peter Bulthaup,1934-07-13T00:00:00Z,2004-10-29T00:00:00Z
Peter Dawkins,1945-11-12T00:00:00Z,
Peter Dawkins,1946-11-15T00:00:00Z,
Khwaja Shamsuddin Azeemi,1927-10-17T00:00:00Z,
Peter Ekberg,1972-01-01T00:00:00Z,
Peter Hewitt Hare,1935-03-12T00:00:00Z,2008-01-03T00:00:00Z
George Pappas,1942-01-01T00:00:00Z,
Peter Koller,1947-01-25T00:00:00Z,
Peter McLaughlin,1951-05-23T00:00:00Z,
Peter Monau,1551-04-19T00:00:00Z,1588-05-12T00:00:00Z
Peter Opitz,1937-11-19T00:00:00Z,
Peter Rohs,1936-01-11T00:00:00Z,
Peter Schroeder-Heister,1953-03-02T00:00:00Z,
Peter Thomäus,,1588-01-01T00:00:00Z
Peter Trawny,1964-12-17T00:00:00Z,
Peter Wenz,1945-01-01T00:00:00Z,
Vasili Yakovlevich Zinger,1836-02-23T00:00:00Z,1907-03-14T00:00:00Z
Heta Gylling,1955-05-22T00:00:00Z,
Ali bey Huseynzade,1864-02-24T00:00:00Z,1940-03-17T00:00:00Z
William Macdowell,1590-10-15T00:00:00Z,1666-03-21T00:00:00Z
William Macdowell,1590-10-15T00:00:00Z,1667-02-17T00:00:00Z
Nigel Warburton,1962-01-01T00:00:00Z,
Philip Merlan,1897-12-21T00:00:00Z,1968-12-24T00:00:00Z
Antonio Schinella Conti,1677-01-22T00:00:00Z,1749-04-06T00:00:00Z
Asclepiades of Phlius,0330-01-01T00:00:00Z,t97032700
Itsuo Tsuda,1914-05-03T00:00:00Z,1984-03-10T00:00:00Z
Pierre Hyacinthe Azais,1766-03-01T00:00:00Z,1845-01-22T00:00:00Z
Philippe Nemo,1949-05-11T00:00:00Z,
Andrew Michael Ramsay,1686-01-09T00:00:00Z,1743-05-06T00:00:00Z
Matti Häyry,1956-09-20T00:00:00Z,
Ronald van Raak,1969-10-30T00:00:00Z,
Nicholas-Joseph Laforêt,1823-01-23T00:00:00Z,1872-01-26T00:00:00Z
Aizawa Seishisai,1782-07-05T00:00:00Z,1863-08-27T00:00:00Z
Timo Airaksinen,1947-04-25T00:00:00Z,
Jan Willem Sap,1962-01-01T00:00:00Z,
Pier Aldo Rovatti,1942-04-19T00:00:00Z,
Piero Martinetti,1872-08-21T00:00:00Z,1943-03-23T00:00:00Z
Vinko Ošlak,1947-01-01T00:00:00Z,
Gary Legenhausen,1953-01-01T00:00:00Z,
Robert Filmer,1588-01-01T00:00:00Z,1653-05-26T00:00:00Z
Hao Wang,1921-05-20T00:00:00Z,1995-05-13T00:00:00Z
Hao Wang,1921-05-21T00:00:00Z,1995-05-13T00:00:00Z
Gaius Marius Victorinus,0290-01-01T00:00:00Z,0364-01-01T00:00:00Z
Panagiotis Kanellopoulos,1902-12-13T00:00:00Z,1986-09-11T00:00:00Z
Stanisław Staszic,1755-11-06T00:00:00Z,1826-01-20T00:00:00Z
Isidore Isou,1925-01-29T00:00:00Z,2007-07-28T00:00:00Z
Gregorio Marañón,1887-05-17T00:00:00Z,1960-03-27T00:00:00Z
Gregorio Marañón,1887-05-19T00:00:00Z,1960-03-27T00:00:00Z
Zhang Shi,1133-01-01T00:00:00Z,1180-01-01T00:00:00Z
Dimitris Liantinis,1942-07-23T00:00:00Z,1998-07-01T00:00:00Z
Michael Tye,2000-01-01T00:00:00Z,
Mario Bunge,1919-09-21T00:00:00Z,
Ahn Bang-jun,1573-07-30T00:00:00Z,1654-11-13T00:00:00Z
Hong Liangji,1746-01-01T00:00:00Z,1809-01-01T00:00:00Z
Jeong Gu,1543-01-01T00:00:00Z,1620-01-01T00:00:00Z
Sallustius of Emesa,,
Karel Slavoj Amerling,1807-09-18T00:00:00Z,1884-11-02T00:00:00Z
Célestin Bouglé,1870-06-01T00:00:00Z,1940-01-25T00:00:00Z
Tu Weiming,1940-01-01T00:00:00Z,
Arthur Liebert,1878-11-10T00:00:00Z,1946-11-05T00:00:00Z
John Dury,1596-01-01T00:00:00Z,1680-09-28T00:00:00Z
Ted Honderich,1933-01-30T00:00:00Z,
Witelo,1230-01-01T00:00:00Z,1275-01-01T00:00:00Z
Cassius Jackson Keyser,1862-05-15T00:00:00Z,1947-05-08T00:00:00Z
Alex Callinicos,1950-07-24T00:00:00Z,
Leon Chwistek,1884-01-13T00:00:00Z,1944-08-20T00:00:00Z
Leon Chwistek,1884-06-13T00:00:00Z,1944-08-20T00:00:00Z
John Millar,1735-06-22T00:00:00Z,1801-05-30T00:00:00Z
Pontus Wikner,1837-05-19T00:00:00Z,1888-05-16T00:00:00Z
Tōten Miyazaki,1871-01-23T00:00:00Z,1922-06-12T00:00:00Z
Arthur Trebitsch,1880-04-17T00:00:00Z,1927-09-26T00:00:00Z
Cristoforo Landino,1424-02-17T00:00:00Z,1498-10-03T00:00:00Z
Ji Yun,1724-07-26T00:00:00Z,1805-03-14T00:00:00Z
Yin Mo,,
Hincmar,0806-01-01T00:00:00Z,0882-12-25T00:00:00Z
Paulin J. Hountondji,1942-04-11T00:00:00Z,
Wilfrid Sellars,1912-05-20T00:00:00Z,1989-07-02T00:00:00Z
Cornel West,1953-06-02T00:00:00Z,
Paul Churchland,1942-10-21T00:00:00Z,
Peter Hacker,1939-07-15T00:00:00Z,
Richard Swinburne,1934-12-26T00:00:00Z,
Crates of Athens,-400-01-01T00:00:00Z,-268-01-01T00:00:00Z
Jacques Barzun,1907-11-30T00:00:00Z,2012-10-25T00:00:00Z
"Edward Herbert, 1st Baron Herbert of Cherbury",1583-03-03T00:00:00Z,1648-08-20T00:00:00Z
Jerzy Prokopiuk,1931-06-05T00:00:00Z,
Trần Thái Tông,1218-07-17T00:00:00Z,1277-05-04T00:00:00Z
Alexandre Deulofeu,1903-09-20T00:00:00Z,1978-12-27T00:00:00Z
Wang Su,0195-01-01T00:00:00Z,0256-01-01T00:00:00Z
David Berlinski,1942-01-01T00:00:00Z,
J. L. Mackie,1917-08-25T00:00:00Z,1981-12-12T00:00:00Z
Jean Grenier,1898-02-06T00:00:00Z,1971-03-05T00:00:00Z
